Nombre,Ciudad,Estado,Relación_profesional,Responsabilidad,Requisitos,Toda,Sueldo,Ingreso_mensual,Diferencia
Farmacéutico clínico,Ciudad de México,Ciudad de México,Laboratorio,"Preparación de Mezclas Oncológicas: Realizar la preparación de mezclas estériles intravenosas de acuerdo con las normativas y buenas prácticas de preparación de medicamentos oncológicos.Control de Calidad: Asegurar la calidad y seguridad en la preparación de las mezclas, siguiendo procedimientos estandarizados y verificando que las dosis sean precisas.Manejo de Medicamentos: Supervisar el adecuado almacenamiento y manejo de medicamentos oncológicos, controlando su caducidad y condiciones de conservación.Cumplimiento Normativo: Cumplir con las regulaciones y estándares establecidos por las autoridades sanitarias para la preparación y distribución de medicamentos oncológicos.Formación y Supervisión: Brindar capacitación y supervisión a otros profesionales que participen en la preparación de mezclas oncológicas., Mínimo 2 años de experiencia en la preparación de mezclas estériles intravenosas, preferentemente en el ámbito oncológico., Conocimiento en buenas prácticas de preparación de mezclas estériles.Familiaridad con el manejo de medicamentos oncológicos.Conocimiento en normativas de seguridad y calidad en la industria farmacéutica., Si tienes experiencia en la preparación de medicamentos oncológicos y estás interesado en contribuir al éxito de nuestra empresa, ¡esperamos tu postulación! En Pharma Tycsa valoramos la diversidad y la igualdad de oportunidades, ofreciendo un ambiente inclusivo donde todos tienen la oportunidad de crecer.","Mínimo 2 años de experiencia en la preparación de mezclas estériles intravenosas, preferentemente en el ámbito oncológico., Si tienes experiencia en la preparación de medicamentos oncológicos y estás interesado en contribuir al éxito de nuestra empresa, ¡esperamos tu postulación! En Pharma Tycsa valoramos la diversidad y la igualdad de oportunidades, ofreciendo un ambiente inclusivo donde todos tienen la oportunidad de crecer.","Descripción, En Pharma Tycsa, somos una empresa con una sólida trayectoria en el sector farmacéutico, dedicada a la distribución, comercialización y dispensación de medicamentos de alta calidad. Nos especializamos en la preparación de medicamentos oncológicos y soluciones innovadoras para la salud, brindando apoyo a los profesionales de la salud con el objetivo de mejorar la calidad de vida de los pacientes. Nuestra misión es ofrecer un servicio de excelencia, respaldado por un equipo altamente capacitado y comprometido con la mejora continua.Tu próximo reto: Farmacéutico de Preparación de Mezclas Estériles Objetivo del Puesto: El Farmacéutico de Preparación de Mezclas Oncológicas será el encargado de la correcta preparación de las mezclas intravenosas estériles, garantizando que se cumplan todas las normativas de seguridad y calidad necesarias. Además, será responsable de la gestión del proceso completo de preparación, desde la recepción de órdenes hasta la entrega final del medicamento.Principales responsabilidades:Preparación de Mezclas Oncológicas: Realizar la preparación de mezclas estériles intravenosas de acuerdo con las normativas y buenas prácticas de preparación de medicamentos oncológicos.Control de Calidad: Asegurar la calidad y seguridad en la preparación de las mezclas, siguiendo procedimientos estandarizados y verificando que las dosis sean precisas.Manejo de Medicamentos: Supervisar el adecuado almacenamiento y manejo de medicamentos oncológicos, controlando su caducidad y condiciones de conservación.Cumplimiento Normativo: Cumplir con las regulaciones y estándares establecidos por las autoridades sanitarias para la preparación y distribución de medicamentos oncológicos.Formación y Supervisión: Brindar capacitación y supervisión a otros profesionales que participen en la preparación de mezclas oncológicas.Perfil del Puesto:Educación:Licenciatura en Químico Farmacéutico Biólogo (QFB) o Ingeniería Química o afinCédula profesional vigente indispensable.Experiencia:Mínimo 2 años de experiencia en la preparación de mezclas estériles intravenosas, preferentemente en el ámbito oncológico.Conocimientos:Conocimiento en buenas prácticas de preparación de mezclas estériles.Familiaridad con el manejo de medicamentos oncológicos.Conocimiento en normativas de seguridad y calidad en la industria farmacéutica.Habilidades:Atención al detalle y alto nivel de precisión.Capacidad para trabajar bajo presión y en un entorno de alta demanda.Habilidades de comunicación efectiva y trabajo en equipo.Lo que te ofrecemos:Paquete salarial competitivo y beneficios adicionales.Oportunidades de desarrollo profesional en una empresa líder en el sector farmacéutico.Un ambiente de trabajo dinámico, donde podrás colaborar con profesionales comprometidos con la salud y el bienestar de los pacientes.Participación en proyectos innovadores dentro del área farmacéutica, especialmente en el campo oncológico.Zona de trabajo: Col. Roma, Ciudad de México.¿Estás listo para unirte a nuestro equipo? Si tienes experiencia en la preparación de medicamentos oncológicos y estás interesado en contribuir al éxito de nuestra empresa, ¡esperamos tu postulación! En Pharma Tycsa valoramos la diversidad y la igualdad de oportunidades, ofreciendo un ambiente inclusivo donde todos tienen la oportunidad de crecer.",,29500,
Coordinador de laboratorio,"CIVAC, Jiutepec, Mor.",Morelos,Laboratorio,"Revisar y autorizar información del laboratorio Fisicoquímico.Manejo, seguimiento y cierre de las no conformidades, CAPAS, controles de cambio.Manejo de personal a cargo.Participar en auditorias internas y externas.Gestionar la actualización y oficialización de las operaciones del laboratorio fisicoquímico.Planificar y ejecutar reuniones técnicas con personal profesional encargado de áreas analíticas y de apoyo.Preparar y evaluar los programas de manutención de equipos, dependencias y servicios controlando su ejecución.Identificar riesgos de las operaciones; definiendo las debilidades y fortalezas para formular recomendaciones que a corto, mediano y largo plazo permitan mejorar y fortalecer las funciones asignadas.",,"Descripción, Empresa del ramo farmacéutico esta en búsqueda de: Coordinador de Laboratorio Fisicoquímico.Requisitos:° Nivel de estudios: Licenciatura en Ingeniería Farmacéutica, Ingeniería Química, Químico farmacéutico biólogo, Ingeniería en biotecnología, Químico farmacéutico industrial o carreras afines.° Experiencia: 3 años mínimo en el ramo farmacéutico y puesto similar.° Actividades:Revisar y autorizar información del laboratorio Fisicoquímico.Manejo, seguimiento y cierre de las no conformidades, CAPAS, controles de cambio.Manejo de personal a cargo.Participar en auditorias internas y externas.Gestionar la actualización y oficialización de las operaciones del laboratorio fisicoquímico.Planificar y ejecutar reuniones técnicas con personal profesional encargado de áreas analíticas y de apoyo.Preparar y evaluar los programas de manutención de equipos, dependencias y servicios controlando su ejecución.Identificar riesgos de las operaciones; definiendo las debilidades y fortalezas para formular recomendaciones que a corto, mediano y largo plazo permitan mejorar y fortalecer las funciones asignadas.° Conocimientos específicos:Farmacopeas: FEUM y Suplemento para establecimientos dedicados a la venta y suministro de medicamentos y demás insumos para la salud, USP y EPBuenas Prácticas de Laboratorio.Buenas Prácticas de Documentación.Uso de formatos de COFEPRIS.Conocimientos en validación y transferencia de métodos analíticos.Elaboración y actualización de PNO's° Ofrecemos:Prestaciones de ley y superiores.° Modalidad de trabajo:Presencial° Horario:Lunes a SábadoTipo de puesto: Tiempo completo.Beneficios:Seguro de gastos médicos mayoresSeguro de vidaVales de despensa",,14800,
Asesor de Suplementos - Salud Femenina,"Irapuato, Gto.",Guanajuato,Laboratorio,"Establecer relaciones sólidas con profesionales de la salud potenciales para la marca, garantizando una adecuada cobertura y frecuencia de visita con un servicio de calidad. Generar recomendaciones del portafolio a través de asesoría de basada en un profundo conocimiento científico y atención a las necesidades particulares.Gestionar integralmente las instituciones hospitalarias privadas, atendiendo a líderes de opinión y tomadores de decisiones para garantizar la disponibilidad y presencia del portafolio.Ofrecer un servicio superior basado en una correcta planeación que garantice resultados satisfactorios en indicadores de servicio y participación de mercado. Perfeccionar y desarrollar a los profesionales de la salud e instituciones potenciales, mantener actualizada la base de datos de contactos y programar rutas de trabajo para optimizar tiempos y recursos.Verificar la disponibilidad y rotación de los productos en los puntos de venta sugeridos y potenciales para garantizar que los usuarios finales puedan obtener los productos Nestlé recomendados. Capacitar a los dependientes de farmacia y otros socios comerciales para asegurar una ejecución superior en el punto de venta, impulsar el cumplimiento del Código de la OMS y brindar una guía adecuada al consumidor en los consultorios de atención en medicina general.Atender reclamaciones de los consumidores finales de suplementos, ya sea mediante visitas personales, aclarando inquietudes o canalizando la situación con el área correspondiente, con el objetivo de generar confianza en los productos recomendados por los profesionales de la salud., Egresados en Ciencias de la Salud, Químico Farmacéutico, Biólogo.Experiencia en Salud Femenina en la Industria FarmacéuticaNivel intermedio intermedio de Excel.Agilidad numérica.Habilidades de comunicación y presentación.","Egresados en Ciencias de la Salud, Químico Farmacéutico, Biólogo.Experiencia en Salud Femenina en la Industria FarmacéuticaNivel intermedio intermedio de Excel.Agilidad numérica.Habilidades de comunicación y presentación.","Descripción, Localidad: MX-IrapuatoTiempo completo: lunes a viernes (ocasionalmente sábados)Licenciatura en Nutrición.Inglés: IntermedioEmpresa: Nestlé Nutrición Propósito de la posición:Asegurar la preferencia y recomendación del portafolio de suplementos y multivitamínicos a profesionales de la salud visitados.Proporcionar soporte científico, actividades de educación médica continua y elaboración de planes estratégicos en el territorio asignado.Manejar integralmente las instituciones de salud a cargo.Principales responsabilidades:Establecer relaciones sólidas con profesionales de la salud potenciales para la marca, garantizando una adecuada cobertura y frecuencia de visita con un servicio de calidad. Generar recomendaciones del portafolio a través de asesoría de basada en un profundo conocimiento científico y atención a las necesidades particulares.Gestionar integralmente las instituciones hospitalarias privadas, atendiendo a líderes de opinión y tomadores de decisiones para garantizar la disponibilidad y presencia del portafolio.Ofrecer un servicio superior basado en una correcta planeación que garantice resultados satisfactorios en indicadores de servicio y participación de mercado. Perfeccionar y desarrollar a los profesionales de la salud e instituciones potenciales, mantener actualizada la base de datos de contactos y programar rutas de trabajo para optimizar tiempos y recursos.Verificar la disponibilidad y rotación de los productos en los puntos de venta sugeridos y potenciales para garantizar que los usuarios finales puedan obtener los productos Nestlé recomendados. Capacitar a los dependientes de farmacia y otros socios comerciales para asegurar una ejecución superior en el punto de venta, impulsar el cumplimiento del Código de la OMS y brindar una guía adecuada al consumidor en los consultorios de atención en medicina general.Atender reclamaciones de los consumidores finales de suplementos, ya sea mediante visitas personales, aclarando inquietudes o canalizando la situación con el área correspondiente, con el objetivo de generar confianza en los productos recomendados por los profesionales de la salud.Requisitos:Egresados en Ciencias de la Salud, Químico Farmacéutico, Biólogo.Experiencia en Salud Femenina en la Industria FarmacéuticaNivel intermedio intermedio de Excel.Agilidad numérica.Habilidades de comunicación y presentación.",,13500,
Químico de documentación,"Benito Juárez, CDMX",Ciudad de México,Laboratorio,"Somos una empresa farmacéutica, dedicada al desarrollo, producción y comercialización de productos de alta calidad; con más de 70 años de trayectoria en la industria farmacéutica. Estamos en búsqueda de tu TALENTO para la posición de:, Químico Farmacéutico Biólogo (QFB) o carrera afín como Ingeniero Farmacéutico, Ingeniero Químico, Ingeniero Bioquímico (Titulado).Mínimo dos años de experiencia en puesto similar.NOM-059-SSA1 (vigente).Buenas prácticas de documentación y fabricación.Conocimiento de cierre de expedientes de fabricación.Manejo de MS Office y MS Dynamics (Excel intermedio y Word).Cumplimiento a reglamentos de trabajo, trabajo en equipo, respeto, tolerancia, honestidad, integridad, responsabilidad y trabajo bajo presión.Participación en auditoriasManejo de ingles técnico., Ejecutar actividades documentales del área de manufactura externa con apego a las Buenas Prácticas Documentación (BPD).Actualizar documentos del Sistema de Gestión de Calidad (SGC) e Instructivos de Trabajo.Administrar y dar seguimiento al SGC (CAPA´s, desviaciones, controles de cambios, evaluaciones de impacto, etc.)Revisión, conciliación y cierre de ordenes de producción.Revisión y cierre de Instructivos de Trabajo.Administrar el resguardo de documentos de producción.Implementar proyectos de mejora continua.","Químico Farmacéutico Biólogo (QFB) o carrera afín como Ingeniero Farmacéutico, Ingeniero Químico, Ingeniero Bioquímico (Titulado).Mínimo dos años de experiencia en puesto similar.NOM-059-SSA1 (vigente).Buenas prácticas de documentación y fabricación.Conocimiento de cierre de expedientes de fabricación.Manejo de MS Office y MS Dynamics (Excel intermedio y Word).Cumplimiento a reglamentos de trabajo, trabajo en equipo, respeto, tolerancia, honestidad, integridad, responsabilidad y trabajo bajo presión.Participación en auditoriasManejo de ingles técnico.","Descripción, Somos una empresa farmacéutica, dedicada al desarrollo, producción y comercialización de productos de alta calidad; con más de 70 años de trayectoria en la industria farmacéutica. Estamos en búsqueda de tu TALENTO para la posición de:QUÍMICO DE DOCUMENTACIÓNREQUISITOS:Químico Farmacéutico Biólogo (QFB) o carrera afín como Ingeniero Farmacéutico, Ingeniero Químico, Ingeniero Bioquímico (Titulado).Mínimo dos años de experiencia en puesto similar.NOM-059-SSA1 (vigente).Buenas prácticas de documentación y fabricación.Conocimiento de cierre de expedientes de fabricación.Manejo de MS Office y MS Dynamics (Excel intermedio y Word).Cumplimiento a reglamentos de trabajo, trabajo en equipo, respeto, tolerancia, honestidad, integridad, responsabilidad y trabajo bajo presión.Participación en auditoriasManejo de ingles técnico.RESPONSABILIDADES:?Ejecutar actividades documentales del área de manufactura externa con apego a las Buenas Prácticas Documentación (BPD).Actualizar documentos del Sistema de Gestión de Calidad (SGC) e Instructivos de Trabajo.Administrar y dar seguimiento al SGC (CAPA´s, desviaciones, controles de cambios, evaluaciones de impacto, etc.)Revisión, conciliación y cierre de ordenes de producción.Revisión y cierre de Instructivos de Trabajo.Administrar el resguardo de documentos de producción.Implementar proyectos de mejora continua.OFRECEMOS:Sueldo base competitivo + prestaciones superiores a las de ley.Si cubres con el perfil, no dudes en postularte.",,29500,
Especialista Asesor Agricola de Cacao,"Comalcalco, Tab.",Tabasco,Industria de Producción Biológica,"Liderear con proveedores y organizaciones de productores la promoción e implementación de buenas prácticas agrícolas y proyectos de Creación de Valor Compartido (CVC) mediante la asistencia técnica en campo o en conjunto con instituciones educativas ONG's con el propósito de asegurar la disponibilidad de Cacao.Liderear la implementación de esquemas de certificación y verificación de producción agrícola sustentable de Cacao, mediante la capacitación a equipos de técnicos de proveedores participantes y coordinando sus actividades en campo.Desarrollo de proveeduría de Cacao a través de programas producción y distribución de plantas para la renovación de parcelas de productores agrícolas pertenecientes a las cadenas de abastecimiento.Brindar información de mercado y previsiones de cosecha para apoyar en el desarrollo de estrategias de abasto.Optimizar la cadena de suministro de cacao verde mediante revisión de costos de producción, procesamiento y logística necesarios para que puedan producir de manera eficiente y oportuna los productos hasta nuestras fábricas.Liderar la implementación de prácticas sustentables y de agricultura regenerativa con productores de Cacao., Experiencia en desarrollo de proveedores agrícolasmanejo de viveros y experiencia trabajo en comunidades rurales (deseable)conocimientos en temas de sustentabilidadproyectos de asistencia técnica a productores¿Si te pidieran que desarrollaras un esquema de producción sustentable que elementos consideras?",Experiencia en desarrollo de proveedores agrícolasmanejo de viveros y experiencia trabajo en comunidades rurales (deseable)conocimientos en temas de sustentabilidadproyectos de asistencia técnica a productores¿Si te pidieran que desarrollaras un esquema de producción sustentable que elementos consideras?,"Descripción, Resumen de la PosiciónUbicación: Comalcalco, Tabasco.Tiempo completo: Horario depende de las actividades en campo Lunes a Viernes ocasional fines de semanaLic. Ing. Agrónomo, Biólogo, Biotecnólogo.Un día en la vida de...Liderear con proveedores y organizaciones de productores la promoción e implementación de buenas prácticas agrícolas y proyectos de Creación de Valor Compartido (CVC) mediante la asistencia técnica en campo o en conjunto con instituciones educativas ONG's con el propósito de asegurar la disponibilidad de Cacao.Liderear la implementación de esquemas de certificación y verificación de producción agrícola sustentable de Cacao, mediante la capacitación a equipos de técnicos de proveedores participantes y coordinando sus actividades en campo.Desarrollo de proveeduría de Cacao a través de programas producción y distribución de plantas para la renovación de parcelas de productores agrícolas pertenecientes a las cadenas de abastecimiento.Brindar información de mercado y previsiones de cosecha para apoyar en el desarrollo de estrategias de abasto.Optimizar la cadena de suministro de cacao verde mediante revisión de costos de producción, procesamiento y logística necesarios para que puedan producir de manera eficiente y oportuna los productos hasta nuestras fábricas.Liderar la implementación de prácticas sustentables y de agricultura regenerativa con productores de Cacao.Lo que te hará exitosoExperiencia en desarrollo de proveedores agrícolasmanejo de viveros y experiencia trabajo en comunidades rurales (deseable)conocimientos en temas de sustentabilidadproyectos de asistencia técnica a productores¿Si te pidieran que desarrollaras un esquema de producción sustentable que elementos consideras?",,11400,
GESTOR DE FARMACIA - RESPONSABLE SANITARIO,"Mérida, Yuc.",Yucatán,Laboratorio,"En procesos de farmacia gestión y utilización de medicamentos, Manejo de equipo y trabajo en conjunto con lideres clínicos, Conocimiento sobre las buenas prácticas de fabricación de medicamentos, Control de usos de medicamentos para la prevención de errores de medicación, Manejo de bitácora de medicamentos estupefacientes y psicotrópicos",,"Descripción, HOSPITALES STAR MÉDICAUn espacio humanoNacemos del deseo de innovar y ofrecer un concepto de alta eficiencia en servicios de salud privada en México, bajo las premisas de vanguardia tecnológica y calidez humana.Te invitamos a formar parte de nuestro calificado equipo en Hospital Star Médica Mérida como:GESTOR DE FARMACIA – RESPONSABLE SANITARIOFormación con título y cedula indispensable en:Licenciatura en farmacia, ciencias farmacéuticas, químico farmacéutico biólogo, químico farmacéutico biotecnológico con especialidad en farmacia hospitalaria y clínica o a fin.Conocimiento:En procesos de farmacia gestión y utilización de medicamentosSICAD (Sistema Integral de Capacitación en Dispensación)Farmacéutico clínicoResponsable sanitarioTecno vigilancia y farmacovigilanciaManejo de equipo y trabajo en conjunto con lideres clínicosActividades:Etiqueta de medicamentos, productos herbolarios y LASAConocimiento sobre las buenas prácticas de fabricación de medicamentosControl de usos de medicamentos para la prevención de errores de medicaciónConocimientos en barreras de seguridadActualiza y modifica las guías farmacéuticas de acuerdo al cronograma anualManejo de bitácora de medicamentos estupefacientes y psicotrópicosSupervisión y coordinación de disposiciones sanitarias vigentesCapacitaciones al personal clínico y normativas de manera mensual Notificaciones al personal clínico y administrativo de desabastos de medicamentos y alertas sanitarias emitidos por proveedores y COFEPRISSupervisa el control, surtimiento y usos de insumos de carro de paro, mochilas, kits para reanimación y cajas de atención obstétricasEtc.Horario:Lunes a viernes de 8:30 a 18:00 Hrs.Sábados de 8:30 a 14:00 Hrs.Prestaciones:Contrato directo con hospitalPrestaciones de leyPago quincenalBono por cumplimiento de indicadoresUniformesHospitales Star Médica agradece el tiempo que inviertas en nuestro proceso de selección, durante el cual todos los datos serán manejados de forma confidencial. La información proporcionada está amparada por la Ley Federal de Protección de Datos Personales en Posesión de Particulares, al respecto, puede consultar nuestra política de privacidad en el portal. ",,18200,
GERENTE DE RESIDUOS PELIGROSOS,"Querétaro, Qro.",Querétaro,Industria de Producción Biológica,"Objetivo: Administrar el centro de acopio de residuos peligrosos (CARP) buscando su rentabilidad en total apego al marco normativo, asegurando el correcto manejo de los residuos peligrosos desde la recepción con el generador, transporte, acopio hasta su disposición final., 5. Cumplir con la normatividad aplicable en los diferentes procesos en el manejo de, de transporte a destino final, inventario quincenal y mensual, reporte para provisión, trabajo. Tanto para personal en patio, como personal de recolección de residuos peligrosos., ? Operación y manejo de residuos peligrosos, Conocimiento de la legislación ambiental, seguridad,",,"Descripción, Objetivo: Administrar el centro de acopio de residuos peligrosos (CARP) buscando su rentabilidad en total apego al marco normativo, asegurando el correcto manejo de los residuos peligrosos desde la recepción con el generador, transporte, acopio hasta su disposición final.Responsable de la administración de la unidad de negocio de residuos peligrosos de la sucursal.Desempeño financiero y operativo del departamento, manejo de personal, administración y cumplimiento de acuerdo al marco legal aplicable, toma de decisiones, logística, coordinación y programación de servicios relativos al área de residuos peligrosos y satisfacción del cliente.Responsabilidades y Actividades principales1. Búsqueda de nuevas oportunidades de negocio y seguimiento hasta la implementaciónde proyectos estratégicos en el área bajo su cargo.2. Cumplimiento de los objetivos económicos.3. Asegurar rentabilidad del área a cargo.4. Asegurar la satisfacción del cliente sin descuidar la rentabilidad del negocio.5. Cumplir con la normatividad aplicable en los diferentes procesos en el manejo deresiduos peligrosos.6. Asegurar que su área a cargo trabaje bajo los lineamientos internos establecidos parael área de residuos peligrosos (política, manual operativo, procedimientos, instructivosde trabajo).7. Coordinación de la logística y programación de servicios de residuos peligrosos.8. Asegurar el cumplimento en reportes relativos al manejo de residuos (Manifiestos deentrega transporte y recepción, bitácora de Entradas y Salidas de inventario, bitácorade transporte a destino final, inventario quincenal y mensual, reporte para provisiónmensual, consumos y gastos, etc.).9. Atender visitas de inspección y auditorias (autoridades e internas) aplicables al áreabajo su cargo. Así como el seguimiento hasta el cierre de los planes de acción quederiven de las mismas.10. Implementación y seguimiento al programa de mantenimiento de las instalaciones yequipos del área de residuos peligrosos.11. Asegurar que las condiciones de seguridad se cumplan al 100% en las áreas detrabajo. Tanto para personal en patio, como personal de recolección de residuos peligrosos.Formación académica(Educación)Ingeniería: Química, Ambiental, Industrial, Biólogo.? Análisis de información? Calidad? Operación y manejo de residuos peligrosos? Ambientales? Seguridad Industrial? LogísticaConocimiento de la legislación ambiental, seguridad,gestión de residuos peligrosos, auditoría ambiental.OFRECEMOS PRESTACIONES SUPERIORES A LA LEY",,18500,
Gerencia de Validación,"Guadalajara [Technology Park], Zapopan, Jal.",Jalisco,Laboratorio,"Gestionar y mantener el estado validado de los sistemas, equipos, procesos y procedimientos además de conservar la calibración vigente de los instrumentos y la operación de los equipos de laboratorio en las empresas de Grupo Sophia., Experiencia 3 años Gerencia de Validación o afín",Experiencia 3 años Gerencia de Validación o afín,"Descripción, Gerencia de ValidaciónPropósito: Gestionar y mantener el estado validado de los sistemas, equipos, procesos y procedimientos además de conservar la calibración vigente de los instrumentos y la operación de los equipos de laboratorio en las empresas de Grupo Sophia.Escolaridad: Químico Fármaco Biólogo, Licenciado en Química, Ingeniero Químico Deseable Maestría en Administración, Procesos Farmacéuticos, Sistemas de CalidadInglés AvanzadoCertificaciones, conocimientos específicos:Regulación farmacéutica nacional e internacionalMantenimiento del estado validadoGestión de riesgosDesviacionesDiseño de procesosSAPMicrobiologíaBPFBPDProcesos asépticosProcesos farmacéuticosEstadísticaExperiencia 3 años Gerencia de Validación o afín",,18600,
Inspector calidad,"Cuautitlán Izcalli, Edo. Méx.​",México,Laboratorio,"Conocimiento en normatividad y guías mexicanas y del extranjero vigentes que rigen a la industria farmacéutica (NOM-059, NOM-241, FDA, OMS, ICH, ISO, ANVISA, entre otros), Conocimiento de Buenas Prácticas de Documentación, Buenas Prácticas de Almacenamiento y Distribución, Manejo de tablas ANSI, 2) Realizar pruebas dimensionales y por atributos a materiales de empaque, así como pruebas de funcionalidad en caso de desarrollo de materiales de empaque., 3) Muestreo y resguardo de muestras de retención de producto terminado, 7) Integrar certificados de análisis para la aprobación de producto terminado., 8) Realizar despejes de línea, formatos de inspección y liberaciones de las áreas",,"Descripción, Descripción¡Únete al equipo!Somos una empresa farmacéutica diversificada a nivel global que enriquece vidas a través de nuestro incansable impulso por ofrecer mejores resultados de salud. Desarrollamos, fabricamos y comercializamos una variedad de productos, principalmente en gastroenterología, hepatología, neurología, dermatología, dispositivos médico-estéticos y farmacéuticos internacionales. Nuestros 7,000 empleados comparten un objetivo común y valores, impulsándonos a proporcionar cuidados esenciales a millones de personas en todo el mundo. Buscamos individuos dedicados que compartan nuestro sentido de urgencia, unidad y excelencia.Estamos buscando a una persona confiable y respetuosa que siempre haga lo correcto. Alguien imaginativo y proactivo, con un ojo agudo para lo posible. Una persona perceptiva y adaptable que esté orientada a la acción. Necesitamos un miembro del equipo disciplinado, enfocado y responsable. Si compartes estos valores, únete a nuestra empresa y ayúdanos a dar forma al futuro, como:Inspector de Calidad.Requisitos del puestoDisponibilidad para acudir a 1 Sitio:En Cuautitlan IzcaliiEducación:Título profesional como Ingeniero Farmacéutico, Ingeniero Químico, Ingeniero Químico Industrial, Químico Farmacéutico Biólogo, Químico Farmacéutico Industrial, Licenciado en Farmacia o cualquier otralicenciatura orientada al área farmacéutica.Experiencia: ·Mínimo 2 años en muestreo, inspección y liberación de material de empaque, materias primas, producto terminado o maquilas.Especialidad Técnica:Conocimiento en normatividad y guías mexicanas y del extranjero vigentes que rigen a la industria farmacéutica (NOM-059, NOM-241, FDA, OMS, ICH, ISO, ANVISA, entre otros), Conocimiento de Buenas Prácticas de Documentación, Buenas Prácticas de Almacenamiento y DistribuciónManejo de tablas ANSIDominio del idioma inglés nivel medio.Habilidades Administrativas:ProactividadComunicación efectivaCompromisoAutodisciplinaEnfoque a objetivosResponsableLiderazgoTrabajo en equipo.Responsabilidades del puesto:1) Muestrear e inspeccionar materiales de empaque y producto terminado, así como literatura y promocionales, que ingresan a la compañía verificando que cumplan con las especificaciones establecidas2) Realizar pruebas dimensionales y por atributos a materiales de empaque, así como pruebas de funcionalidad en caso de desarrollo de materiales de empaque.3) Muestreo y resguardo de muestras de retención de producto terminado4) Brindar apoyo en auditorías internas y externas5) Crear, revisar y actualizar los procedimientos Normalizados de Operación e Instructivos aplicables a las actividades de Inspección y Muestreo y/o del área de Calidad.6) Elaborar y revisarreportes de rechazo y/o inspección de materiales de empaque y producto terminado.7) Integrar certificados de análisis para la aprobación de producto terminado.8) Realizar despejes de línea, formatos de inspección y liberaciones de las áreas9) Ejecución de recorridos semanales10) Proporcionar la información necesaria para el armado de Dossier de producto, cuando se requiera.Prestaciones y beneficios adicionales:Sueldo base atractivoPrestaciones superiores (Aguinaldo y Prima Vacacional)Vales despensaFondo de ahorroSeguro de VidaSGMM familiarServicio de Comedor SubsidiadoLugar de estacionamiento",,17100,
Químico Analista en Banco de Sangre,, ,Laboratorio,· Tener experiencia laboral reciente mínima de 2 años en licitaciones para el rubro de Banco de Sangre.,· Tener experiencia laboral reciente mínima de 2 años en licitaciones para el rubro de Banco de Sangre.,"Descripción, Requisitos solicitados*· Escolaridad: Químico Fármaco Biólogo, Químico Bacteriólogo Parasitólogo o Químico Clínico a nivel Licenciatura, pasante ó titulado.· Tener experiencia laboral reciente mínima de 2 años en licitaciones para el rubro de Banco de Sangre.Tipo de puesto: Tiempo completoConocimientos necesarios para el Especialista:· NOM 253 para la disposición de sangre humana y sus componentes con fines terapéuticos.· Equipos y consumibles utilizados en Bancos de Sangre.Técnicas para la obtención de componentes sanguíneos por fraccionamiento y aféresis. (Conocimiento).Actividades:Elaborar en tiempo y forma análisis, resúmenes, minutas, atención a clientes, estudios de mercado, conocimiento en licitaciones,atendiendo los requerimientos específicos de cada cliente en cuanto a integración de documentos y elaboración de formatos institucionales.Búsqueda de eventos susceptibles de participación en las diferentes plataformas, CompraNet, DOF., así como en las plataformas estatales,revisando los requerimientos generales de la convocatoria.",,,
