Nombre,Ciudad,Estado,Relación_profesional,Responsabilidad,Requisitos,Toda,Sueldo,Ingreso_mensual,Diferencia,id_estado,id_relaciones
Líder Laboratorista,"Celaya, Guanajuato",Guanajuato,Laboratorio,"importante empresa líder en la toma de estudios de laboratorio, esta en busca de Lider de Laboratorio., Garantizar la correcta operación en los servicios de laboratorio y estudios complementarios de la clínica, asegurando el cumplimiento de los indicadores, procesos y protocolos establecidos por la institución, Manejo y control de inventarios., Manejo y administración de persona., Manejo de equipos automatizados, semiautomatizados y manuales.",,"importante empresa líder en la toma de estudios de laboratorio, esta en busca de Lider de Laboratorio. 
Garantizar la correcta operación en los servicios de laboratorio y estudios complementarios de la clínica, asegurando el cumplimiento de los indicadores, procesos y protocolos establecidos por la institución 
Requisitos: 
Lic. Análisis químicobiológicos, Bioquímica clínica,Lic. en bioquímica diagnostica/ Química farmacéutico biológico/Químico bacteriólogo parasitólogo/Químico clínico/Biología sanitaria/Químico clínico biólogo-- TITULO Y CEDULA 
Experiencia en: 
Responsable de laboratorio clínico 
Dominio de todas las áreas de laboratorio clínico (inmunología, química clínica, uroanálisis, parasitología, serología, microbiología, hematología y flebotomía) según aplique la modalidad de laboratorio. 
Manejo y control de inventarios. 
Manejo y administración de persona. 
Manejo de equipos automatizados, semiautomatizados y manuales. 
Norma ISO 15189. 

Se ofrecen: 
$ 14,000.00 mensual+ bono por responsable sanitario 
Prestaciones de ley.( (IMSS, Fonacot, Infonavit, Aguinaldo, vacaciones)) 
Vales de despensa 
Bonos 
Descuentos en todos los servicios de la clínica para colaborador y familiares directos. 
Uniformes 
Desarrollo y plan de carrera 
¡y más..!",14000,13500,500,11,1
Representante de ventas,"Tecámac, Estado de México",Estado de México,Laboratorio,"Empresa comercializadora esta en busca de personal para el área de ventas  que tengan carrera en Química o a fin con experiencia en ventas de tensoactivos que vivan por la zona , con facilidad de palabra y poder de convencimiento, para trabajar de lunes a viernes de 8 a 6 pm y sábados de 8 a 1 pm, contamos con prestaciones de ley.",,"Empresa comercializadora esta en busca de personal para el área de ventas  que tengan carrera en Química o a fin con experiencia en ventas de tensoactivos que vivan por la zona , con facilidad de palabra y poder de convencimiento, para trabajar de lunes a viernes de 8 a 6 pm y sábados de 8 a 1 pm, contamos con prestaciones de ley.",14000,17100,-3100,9,1
Asistente de ventas,"Tijuana, Baja California",Baja California,Laboratorio,"Conocimiento de las políticas de la compra venta de la empresa y apegarse a las mismas., Conocimiento y apegarse al reglamento de la empresa.",,"Licenciatura terminada: Licenciatura en Ciencias Químico Biológicas, Enfermería, Medicina. 

ACTIVIDADES:

 - Elaborar pedidos, cotizaciones, solicitudes de compra y de servicio de ingeniería. 
- Proporcionar toda la  información requerida para pedidos u órdenes de compra (requerimientos en Formato Solicitud de Pedido). 									
- Elaborar solicitud de prorrogas, cancelación  y cambios de ordenes de compra.									
- Tener comunicación constante con nuestros clientes por medio de llamadas telefónicas, mensajes o correos, con el fin de satisfacer las necesidades del cliente.									
- Prospectación continua de  nuevos clientes de la empresa.									
- Llevar una agenda de trabajo bien administrada, mantenerse informado del mercado y sus precios.									
- Elaborar y dar seguimiento a las cotizaciones, confirmar con el cliente la recepción de mercancía, calidad del producto así como del servicio prestado.									
- Brindar atención a clientes en el área de telemarketing y a clientes de venta de contado qué acuden a las instalaciones de la empresa.									
- Entregar reporte de actividades cuando el asesor lo solicite.									
- Total disponibilidad de realizar tareas asignadas.									
- Conocimiento de las políticas de la compra venta de la empresa y apegarse a las mismas.									
- Conocimiento y apegarse al reglamento de la empresa.									


ofrecemos: 
sueldo mensual neto $ 14,000.00
prestaciones de ley y superiores
estabilidad laboral
trabajo de lunes a viernes de 8:30 am a 6:00 pm 
lugar de trabajo en la colona 20 de noviembre en la ciudad de Tijuana Baja California",14000,18800,-4800,2,1
Operador de producción  exp. Ind farmacéutica/ química,"Zapopan, Jalisco",Jalisco,Laboratorio,"Ubicación: Zapopan, Jalisco – Planta de manufactura farmaceutica, equipada con tecnología de última generación para la producción de diversos formatos farmacéuticos, incluyendo sólidos orales., Ingreso y manejo adecuado de materiales en el área de proceso.",,"Vacante: Operador III – Planta Farmacéutica

 Ubicación: Zapopan, Jalisco – Planta de manufactura farmaceutica, equipada con tecnología de última generación para la producción de diversos formatos farmacéuticos, incluyendo sólidos orales.
Horario: Disponibilidad para rolar turnos
Disponibilidad de rotar turnos, turnos extendidos, abierto y flexible al cambio 
8 a 17:30 hrs de 8 hasta 22:00hrs 

Rotación:
En ocasiones 12 x 12 hrs de 8:00a 20:00 o de 20:00 hrs a 8:00 am 

Horas extras pagadas
Días de descanso  sab y dom. 



Experiencia: Mínimo 1 año en puesto similar
Escolaridad: Secundaria / Nivel Medio Superior

Responsabilidades:  limpieza del equipo y del área, verificación de balanzas, toma de presiones
Ingreso y manejo adecuado de materiales en el área de proceso.
Respuesta eficiente ante contingencias en procesos productivos.

Requisitos:

Sentido de orden y limpieza en el área de trabajo.
 Disponibilidad para rolar turnos.
 Persona dinámica, creativa y con actitud proactiva.

Ofrecemos:
 Estabilidad laboral.
 Prestaciones de ley y superiores.
 Oportunidad de crecimiento dentro de la empresa.
Capacitación constante.

Si cumples con los requisitos y quieres formar parte de un equipo líder en la industria farmacéutica, ¡postúlate directamente en esta publicacion !",14000,18600,-4600,14,1
Operador de producción  exp. Ind farmacéutica/ química farmoquímica,"Zapopan, Jalisco",Jalisco,Laboratorio,"Ubicación: Zapopan, Jalisco – Planta de manufactura farmaceutica, equipada con tecnología de última generación para la producción de diversos formatos farmacéuticos, incluyendo sólidos orales., Ingreso y manejo adecuado de materiales en el área de proceso.",,"Vacante: Operador III – Planta Farmacéutica

 Ubicación: Zapopan, Jalisco – Planta de manufactura farmaceutica, equipada con tecnología de última generación para la producción de diversos formatos farmacéuticos, incluyendo sólidos orales.
Horario: Disponibilidad para rolar turnos
Disponibilidad de rotar turnos, turnos extendidos, abierto y flexible al cambio 
8 a 17:30 hrs de 8 hasta 22:00hrs 

Rotación:
En ocasiones 12 x 12 hrs de 8:00a 20:00 o de 20:00 hrs a 8:00 am 

Horas extras pagadas
Días de descanso  sab y dom. 



Experiencia: Mínimo 1 año en puesto similar
Escolaridad: Secundaria / Nivel Medio Superior

Responsabilidades:  limpieza del equipo y del área, verificación de balanzas, toma de presiones
Ingreso y manejo adecuado de materiales en el área de proceso.
Respuesta eficiente ante contingencias en procesos productivos.

Requisitos:

Sentido de orden y limpieza en el área de trabajo.
 Disponibilidad para rolar turnos.
 Persona dinámica, creativa y con actitud proactiva.

Ofrecemos:
 Estabilidad laboral.
 Prestaciones de ley y superiores.
 Oportunidad de crecimiento dentro de la empresa.
Capacitación constante.

Si cumples con los requisitos y quieres formar parte de un equipo líder en la industria farmacéutica, ¡postúlate directamente en esta publicacion !",14000,18600,-4600,14,1
Analista calidad QFB,"Cuautitlán Izcalli, Edo. Méx.​",Estado de México,Laboratorio,"Escolaridad: Licenciatura en Químico farmacéutico Biólogo, Químico Farmacéutico industrial, Ingeniero Químico Industrial (Obligatorio Titulado, con cedula profesional liberada).Experiencia mínima de 1 año en el sector farmacéuticos.Experiencia en desviaciones, Capa´s, control de cambios.Disponibilidad de horario de lunes a sábado (Rol de 3 turnos)., El colaborador va a realizar inspección y muestreo de producto.Control documentalExperiencia en manejo de proveedoresDocumentación de la inspección y manejo de SAP o sistema de administración.Conocimientos y manejo del sistema de gestión de calidad (Desviaciones, CAPA, controles de Cambio, SOPs)Realizar y atender auditorías internas y externas.","Escolaridad: Licenciatura en Químico farmacéutico Biólogo, Químico Farmacéutico industrial, Ingeniero Químico Industrial (Obligatorio Titulado, con cedula profesional liberada).Experiencia mínima de 1 año en el sector farmacéuticos.Experiencia en desviaciones, Capa´s, control de cambios.Disponibilidad de horario de lunes a sábado (Rol de 3 turnos)., El colaborador va a realizar inspección y muestreo de producto.Control documentalExperiencia en manejo de proveedoresDocumentación de la inspección y manejo de SAP o sistema de administración.Conocimientos y manejo del sistema de gestión de calidad (Desviaciones, CAPA, controles de Cambio, SOPs)Realizar y atender auditorías internas y externas.","Descripción, Acerca de DHL:Somos la empresa líder en logística más grande del mundo, creamos una ventaja competitiva para nuestros clientes al brindarles soluciones logísticas basadas en nuestro almacenamiento, transporte y servicios integrados estandarizados a nivel mundial.Nuestra gente es nuestro mayor activo. Estamos certificados como una empresa Great Place to Work. En DHL encontrarás una cultura que abraza la diversidad, la colaboración; potencializa tus fortalezas y genera confianza a través de nuestros valores respeto y resultados.Un mundo impulsado por la logística. Una empresa impulsada por nuestra gente.Requisitos:Escolaridad: Licenciatura en Químico farmacéutico Biólogo, Químico Farmacéutico industrial, Ingeniero Químico Industrial (Obligatorio Titulado, con cedula profesional liberada).Experiencia mínima de 1 año en el sector farmacéuticos.Experiencia en desviaciones, Capa´s, control de cambios.Disponibilidad de horario de lunes a sábado (Rol de 3 turnos).Funciones principales:El colaborador va a realizar inspección y muestreo de producto.Control documentalExperiencia en manejo de proveedoresDocumentación de la inspección y manejo de SAP o sistema de administración.Conocimientos y manejo del sistema de gestión de calidad (Desviaciones, CAPA, controles de Cambio, SOPs)Realizar y atender auditorías internas y externas.Horario (Rol de 3 lunes a sábado se rolan por mes)6 am a 2 pm de lunes a sábado.2 pm a 9:30 pm lunes a sábado.10 pm a 6 am lunes viernes.Ofrecemos:$15,496 Mensuales brutosvales de despensa del 10%Seguro de vidaSeguro de gastos médicos mayoresContrato por tiempo indefinido.En DHL México, encontrarás un ambiente que te desafiará a desarrollar al máximo tus habilidades y potencial profesional. ¡Únete a nuestro equipo y sé parte de un mundo impulsado por la logística y la excelencia en el servicio al cliente!",14000,17100,-3100,9,1
Coordinador Analítico,"Victoria, Tamps.",Tamaulipas,Laboratorio,"Escolaridad: Químico Clínico, Químico Farmacéutico Biólogo, Químico Bacteriólogo Parasitologo, Lic. Bioquímica.Cuente con título y cédula profesional de las escolaridades mencionadas.Experiencia de 2 años en procesos analíticos de todas las áreas de laboratorio clínico.Deseable experiencia en puesto similar.Experiencia en manejo de personal.Conocimiento de NOMs Mexicanas así como NOM-ISO-15189Habilidades de comunicación y negociación.Validación de resultados.Manejo de RPBI., Validación diaria del reporte de resultados de análisis clínicos mediante la correlación con los datos del paciente.Manejo de personal de laboratorio clínico (Químicos, Auxiliar de Laboratorio).Mantener actualizados los criterios de aceptación y rechazo de las muestras biológicas utilizadas en el proceso de análisis clínicos.Solicitar oportunamente los insumos/reactivos para el proceso analítico cuando estos no sean suficientes de acuerdo al stock establecido, realizando proyecciones de consumo.Asegurarse que se realicen los mantenimientos preventivos/yo correctivos de los analizadores y herramientas auxiliares.Proceso de muestras clínicas.","Escolaridad: Químico Clínico, Químico Farmacéutico Biólogo, Químico Bacteriólogo Parasitologo, Lic. Bioquímica.Cuente con título y cédula profesional de las escolaridades mencionadas.Experiencia de 2 años en procesos analíticos de todas las áreas de laboratorio clínico.Deseable experiencia en puesto similar.Experiencia en manejo de personal.Conocimiento de NOMs Mexicanas así como NOM-ISO-15189Habilidades de comunicación y negociación.Validación de resultados.Manejo de RPBI.","Descripción, Acerca de la empresa**** SERVICIOS TJO es una empresa líder en el sector salud, comprometida con la excelencia en el servicio y el bienestar de sus empleados. Con una sólida trayectoria en el mercado, ofrecemos un ambiente de trabajo colaborativo y oportunidades de crecimiento profesional.Requisitos del puestoEscolaridad: Químico Clínico, Químico Farmacéutico Biólogo, Químico Bacteriólogo Parasitologo, Lic. Bioquímica.Cuente con título y cédula profesional de las escolaridades mencionadas.Experiencia de 2 años en procesos analíticos de todas las áreas de laboratorio clínico.Deseable experiencia en puesto similar.Experiencia en manejo de personal.Conocimiento de NOMs Mexicanas así como NOM-ISO-15189Habilidades de comunicación y negociación.Validación de resultados.Manejo de RPBI.Responsabilidades del puestoValidación diaria del reporte de resultados de análisis clínicos mediante la correlación con los datos del paciente.Manejo de personal de laboratorio clínico (Químicos, Auxiliar de Laboratorio).Mantener actualizados los criterios de aceptación y rechazo de las muestras biológicas utilizadas en el proceso de análisis clínicos.Solicitar oportunamente los insumos/reactivos para el proceso analítico cuando estos no sean suficientes de acuerdo al stock establecido, realizando proyecciones de consumo.Asegurarse que se realicen los mantenimientos preventivos/yo correctivos de los analizadores y herramientas auxiliares.Proceso de muestras clínicas.Prestaciones y beneficios adicionalesPrestaciones de ley.Fondo de Ahorro.Caja de Ahorro.Seguro de Vida.Vales de Despensa.Uniformes.¡Únete a nuestro equipo y forma parte de una empresa comprometida con la calidad y el bienestar de sus colaboradores!",14000,13600,400,27,1
Químico responsable,"Huixquilucan, Estado de México",Estado de México,Laboratorio,"Deberás garantizar la calidad y confiabilidad de los resultados de los estudios emitidos en el laboratorio a tu cargo, cumpliendo con los indicadores establecidos por la institución., Además, debes asegurar el correcto manejo de los insumos e inventario del laboratorio basados en los procedimientos establecidos por la institución., Supervisarás el correcto funcionamiento de las áreas de laboratorio de acuerdo con los objetivos establecidos por la institución y atenderás y darás seguimiento a las supervisiones de auditorías internas y externas del laboratorio., Además, debes manejar y controlar inventarios, y tener experiencia en manejo y administración de personal, así como en equipos automatizados, semiautomatizados y manuales.",,"Buscamos un Químico Responsable para unirse a nuestro equipo en Salud Digna. 
En esta posición, serás responsable de garantizar la correcta atención de los pacientes, alineándote con los protocolos y procedimientos del sistema de gestión de calidad. 
Deberás garantizar la calidad y confiabilidad de los resultados de los estudios emitidos en el laboratorio a tu cargo, cumpliendo con los indicadores establecidos por la institución. 
Tu rol implica asegurar que todo tu personal cumpla en tiempo y forma con las capacitaciones y evaluaciones de desempeño del área para lograr una calificación satisfactoria. 
Además, debes asegurar el correcto manejo de los insumos e inventario del laboratorio basados en los procedimientos establecidos por la institución. 
Supervisarás el correcto funcionamiento de las áreas de laboratorio de acuerdo con los objetivos establecidos por la institución y atenderás y darás seguimiento a las supervisiones de auditorías internas y externas del laboratorio. 
Se requiere dominio de todas las áreas de laboratorio clínico (Inmunología, Química Clínica, uroanálisis, Parasitología, Serología, Microbiología, Hematología y Flebotomía). 
Además, debes manejar y controlar inventarios, y tener experiencia en manejo y administración de personal, así como en equipos automatizados, semiautomatizados y manuales. 
INDISPENSABLE: Título y cédula en: lic. en análisis químicos biológicos, lic. en bioquímica clínica, químico farmacéutico biotecnólogo, lic. bioquímica diagnóstica, químico clínico, químico clínico biólogo, químico farmacobiólogo, químico bacteriólogo parasitólogo, químico biólogo parasitólogo, licenciatura en farmacia, lic. en química, lic. bioquímico.
Si tienes las habilidades necesarias, cumples con los requisitos y estás interesado en un rol desafiante y significativo, esta es tu oportunidad. 
Únete a Salud Digna y contribuye a mejorar la calidad de vida de nuestros pacientes.",14000,17100,-3100,9,1
Laboratorista,"Celaya, Guanajuato",Guanajuato,Laboratorio,"importante empresa líder en la toma de estudios de laboratorio, esta en busca de Lider de Laboratorio., Garantizar la correcta operación en los servicios de laboratorio y estudios complementarios de la clínica, asegurando el cumplimiento de los indicadores, procesos y protocolos establecidos por la institución, Manejo y control de inventarios., Manejo y administración de persona., Manejo de equipos automatizados, semiautomatizados y manuales.",,"importante empresa líder en la toma de estudios de laboratorio, esta en busca de Lider de Laboratorio. 
Garantizar la correcta operación en los servicios de laboratorio y estudios complementarios de la clínica, asegurando el cumplimiento de los indicadores, procesos y protocolos establecidos por la institución 
Requisitos: 
Lic. Análisis químicobiológicos, Bioquímica clínica,Lic. en bioquímica diagnostica/ Química farmacéutico biológico/Químico bacteriólogo parasitólogo/Químico clínico/Biología sanitaria/Químico clínico biólogo-- TITULO Y CEDULA 
Experiencia en: 
Responsable de laboratorio clínico 
Dominio de todas las áreas de laboratorio clínico (inmunología, química clínica, uroanálisis, parasitología, serología, microbiología, hematología y flebotomía) según aplique la modalidad de laboratorio. 
Manejo y control de inventarios. 
Manejo y administración de persona. 
Manejo de equipos automatizados, semiautomatizados y manuales. 
Norma ISO 15189. 

Se ofrecen: 
$ 14,000.00 mensual+ bono por responsable sanitario 
Prestaciones de ley.( (IMSS, Fonacot, Infonavit, Aguinaldo, vacaciones)) 
Vales de despensa 
Bonos 
Descuentos en todos los servicios de la clínica para colaborador y familiares directos. 
Uniformes 
Desarrollo y plan de carrera 
¡y más..!",14000,13500,500,11,1
Representante de ventas,"Tecámac, Estado de México",Estado de México,Laboratorio,"Empresa comercializadora esta en busca de personal para el área de ventas  que tengan carrera en Química o a fin con experiencia en ventas de tensoactivos que vivan por la zona , con facilidad de palabra y poder de convencimiento, para trabajar de lunes a viernes de 8 a 6 pm y sábados de 8 a 1 pm, contamos con prestaciones de ley.",,"Empresa comercializadora esta en busca de personal para el área de ventas  que tengan carrera en Química o a fin con experiencia en ventas de tensoactivos que vivan por la zona , con facilidad de palabra y poder de convencimiento, para trabajar de lunes a viernes de 8 a 6 pm y sábados de 8 a 1 pm, contamos con prestaciones de ley.",14000,17100,-3100,9,1
Quimico Analista,"Benito Juárez, Quintana Roo",Quintana Roo,Laboratorio,"Contribuirás en Realizar el procesamiento de las muestras de las áreas del laboratorio a su cargo con eficiencia y calidad., Experiencia de un año.",,"¡Únete a nuestra familia Salud Digna!
Contribuirás en Realizar el procesamiento de las muestras de las áreas del laboratorio a su cargo con eficiencia y calidad.

Requisitos: 
- Escolaridad mínima: Lic en Químico Biólogo Clínico, Químico Farmacéutico, Farmacobiológico y carreras afines (titulo y cedula)
- Experiencia de un año.
- Disponibilidad de horario y puntualidad.

Beneficios:

- Contamos con todas las prestaciones de Ley.
- Caja de ahorro
- Descuentos en nuestros servicios para el colaborador y sus familiares directos.
- Descanso extendido en Semana Santa.
- Uniformes gratuitos.
- ¡Y más!",13539,14500,-961,22,1
Quimico analista,"Irapuato, Guanajuato",Guanajuato,Laboratorio,"Si tienes una Licenciatura en Química Farmacobiólogo, Químico Biólogo Parasitólogo y al menos dos años de experiencia en laboratorio clínico, esta es tu oportunidad.",,"Buscamos un Químico Analista para unirse a nuestro equipo en Salud Digna.
Si tienes una Licenciatura en Química Farmacobiólogo, Químico Biólogo Parasitólogo y al menos dos años de experiencia en laboratorio clínico, esta es tu oportunidad.
En Salud Digna, valoramos tu dominio en todas las áreas de laboratorio clínico, incluyendo Inmunología, Química Clínica, uroanálisis, Parasitología, Serología, Microbiología, Hematología, Flebotomía y Coagulación.
Tu capacidad para manejar equipos automatizados, semiautomatizados y manuales es esencial para nuestro equipo.
Queremos alguien que no solo tenga habilidades técnicas sólidas, sino también una actitud proactiva y un compromiso con la excelencia en la atención al paciente.


En Salud Digna, buscamos profesionales comprometidos con la calidad y la innovación.
Si tienes un enfoque meticuloso y una pasión por el análisis clínico, te invitamos a unirte a nosotros.
Trabajaremos juntos para ofrecer servicios de salud de alta calidad y contribuir al bienestar de nuestra comunidad.

HORARIO: LUNES A VIERNES DE 7:00 A.M. A 3:00 P.M. SABADO 7 A 5 PM., DOMINGO 7:00 AM A 2:00 1 DIA A LA SEMANA DESCANSO
-Prestaciones de Ley.
-Bonos
- Vales de despensa
- Uniformes
- Descuentos en nuestros servicios para el colaborador y sus familiares directos.
- ¡Y más!
Si cumples con los requisitos y estás interesado en un desafío emocionante, ¡este es el lugar para ti!",13500,13500,0,11,1
Auxiliar de Responsable Sanitario,"Monterrey, Nuevo León",Nuevo León,Industria de Producción Biológica,"Apoyar al Responsable Sanitario en la supervisión de procesos relacionados con normativas sanitarias., Deseable experiencia en el manejo de auditorías y sistemas de gestión de calidad.",,"AUXILIAR DE RESPONSABLE SANITARIO
Descripción del puesto:
Buscamos un Auxiliar de Responsable Sanitario para formar parte de nuestro equipo. La posición está destinada a egresados de las carreras de Químico Farmacéutico Biólogo, Licenciado en Farmacia, o afines al ramo. El candidato seleccionado brindará soporte en la atención de auditorías ante COFEPRIS así como participar actividades relacionadas con la gestión sanitaria y el cumplimiento normativo, asegurando la calidad y seguridad de nuestros servicios y productos.
Responsabilidades principales:
Apoyar al Responsable Sanitario en la supervisión de procesos relacionados con normativas sanitarias.
Asegurar el cumplimiento de procedimientos establecidos por la regulación vigente.
Participar en auditorías internas y externas
Realizar documentación, registros y reportes requeridos.
Requisitos:
Conocimientos sólidos en la NOM-059 y normatividad sanitaria aplicable.
Deseable experiencia en el manejo de auditorías y sistemas de gestión de calidad.
Habilidad para trabajar en equipo, organización y comunicación.
Ofrecemos:
Sueldo competitivo.
MODALIDAD DE FACTURAR SERVICIOS PROFESIONALES
Comedor subsidiado",13500,23500,-10000,18,2
Quimico Analista,"Coyoacán, Ciudad de México DF",Ciudad de México,Laboratorio,"CONOCIMIENTOS SOLIDOS EN INMUNOLOGÍA, QUÍMICA CLÍNICA, UROANÁLISIS, PARASITOLOGÍA, SEROLOGÍA, HEMATOLOGÍA. Conocimientos en los procesos de pruebas Rápidas como: Reacciones Febriles, Pruebas de Embarazo, VDRL, Entre otras. MANEJO DE EQUIPOS AUTOMATIZADOS DE LABORATORIO y de computo.",,"Importante estudio de Laboratorios Clínicos solicita por expansión:

QUÍMICO ANALISTA **Con titulo y Cédula Profesional** INDISPENSABLE

REQUISITOS:
 ESCOLARIDAD: LIC. EN QUÍMICO CLINICO, O A FIN (Químico Farmacéutico Biólogo, Químico Biólogo Parasitólogo, Bioquímica Diagnostica).
****Titulado y Cédula indispensable****

EXPERIENCIA:
 MÍNIMA DE 1 AÑO EN PUESTO SIMILAR Y QUE HAYA REALIZADO LAS SIGUIENTES ACTIVIDADES:
 *******CONOCIMIENTOS SOLIDOS EN INMUNOLOGÍA, QUÍMICA CLÍNICA, UROANÁLISIS, PARASITOLOGÍA, SEROLOGÍA, HEMATOLOGÍA. Conocimientos en los procesos de pruebas Rápidas como: Reacciones Febriles, Pruebas de Embarazo, VDRL, Entre otras. MANEJO DE EQUIPOS AUTOMATIZADOS DE LABORATORIO y de computo.

CON DISPONIBILIDAD DE HORARIO MATUTINO (SE TRABAJA DE LUNES A DOMINGO CON 1 DÍA DE DESCANSO ENTRE SEMANA)
PRESTACIONES:
SEGURO SOCIAL IMSS DESDE EL PRIMER DÍA
INFONAVIT
FONACOT
VACACIONES SEGÚN LA LEY
15 DÍAS DE AGUINALDO
DESCUENTOS DEL 50% EN LOS SERVICIOS DE LAS CLÍNICAS PARA COLABORADOR Y FAMILIARES CERCANOS
3 DÍAS FAMILIARES Y CUPONERA DE TIEMPO OFF
SEGURO DE VIDA
CAJA DE AHORRO
UNIFORMES
CONSULTAS NUTRICIONALES GRATUITAS
LENTES GRATUITOS A PARTIR DEL PRIMER AÑO
REPARTO DE UTILIDADES
BONOS POR DESEMPEÑO
ESTABILIDAD, CAPACITACIONES Y CRECIMIENTO CONTINUO

ZONA DE TRABAJO: SALUD DIGNA COYOACAN DIVISION DEL NORTE (CERCA DE LA ESTACIÓN DEL TREN LIGERO NEZAHUALPILLI)
NOTA: Esta vacante es para cubrir una INCAPACIDAD POR MATERNIDAD de 4 meses con opción a quedarte fijo.

INTERESADOS POSTULARSE POR ESTE MEDIO",13500,29500,-16000,7,1
Responsable Sanitario,"León, Guanajuato",Guanajuato,Laboratorio,"Conocimientos: Normatividad aplicable a los almacenes de distribución de insumos para la salud y la industria farmacéutica, auditorias de calidad, manejo de medicamentos controlados, sistemas de calidad, procesos de administración en general y Microsoft Office., Objetivo: Supervisar y vigilar el cumplimiento de normas y reglamentaciones publicadas por las autoridades competentes de acuerdo a la agenda de trabajo., Llevar a cabo y supervisar la normatividad aplicable vigente., Supervisar que las actividades correspondan con las establecidas en el Aviso de Funcionamiento., Supervisar que la recepción de todos los insumos para la salud sea acorde a su etiquetado., Establecer y supervisar el almacenaje, manejo y transporte de productos controlados y refrigerados., Realizar visitas semanales a la unidad de negocios, Sueldo INICIAL de $ 13,200.40  a los 6 meses se realiza nuevamente evaluación para medir los resultados.",,"Intégrate a nuestro equipo de trabajo como ""Responsable sanitario""

Giro: Distribuidora de medicamentos.

Requerimientos:
Escolaridad: Indispensable Lic. en Químico farmacéutico biólogo, químico farmacéutico o Licenciatura en Farmacia.
Edad: 24 en adelante
Sexo: Indistinto
Estado Civil: Indistinto
Experiencia: 1 año

Habilidades: Planificación, organización, trabajo en equipo, seguimiento, control y trabajo bajo presión.

Conocimientos: Normatividad aplicable a los almacenes de distribución de insumos para la salud y la industria farmacéutica, auditorias de calidad, manejo de medicamentos controlados, sistemas de calidad, procesos de administración en general y Microsoft Office.

Objetivo: Supervisar y vigilar el cumplimiento de normas y reglamentaciones publicadas por las autoridades competentes de acuerdo a la agenda de trabajo.

Actividades:
* Conocimientos en trámites de COFEPRIS
* NOM 059,241,251
* LEY GENERAL DE SALUD
* RIS (REGLAMENTO DE INSUMOS PARA LA SALUD)
* Llevar a cabo y supervisar la normatividad aplicable vigente.
* Recibir y dar seguimiento a las verificaciones sanitarias.
* Respetar la Normatividad Interna y Oficial.
* Apoyo a la actualización de los documentos conforme a las disposiciones sanitarias
* Atender las visitas de verificación realizadas por las autoridades sanitarias
* Asegurar que todo el personal conozca los Procedimientos Normalizados de Operación.
* Revisar y actualizar todos los documentos legales conforme a las disposiciones sanitarias.
* Supervisar que las actividades correspondan con las establecidas en el Aviso de Funcionamiento.
* Supervisar que la recepción de todos los insumos para la salud sea acorde a su etiquetado.
* Revisar periódicamente el ordenamiento según las fechas de caducidad del medicamento.
* Establecer y supervisar el almacenaje, manejo y transporte de productos controlados y refrigerados.
* Llevar un registro de temperatura y humedad relativa de pedidos recibidos por proveedores.
* Realizar visitas semanales a la unidad de negocios

Ofrecemos:
•  Sueldo INICIAL de $ 13,200.40  a los 6 meses se realiza nuevamente evaluación para medir los resultados.
•  Vales de Despensa del 8% sobre salario mensual percibido.
•  Horario de 08:30 am a 16:30.
•  Pago semanal.

¡Interesados postularse en este medio !",13200,13500,-300,11,1
INSPECTOR DE ASEGURAMIENTO DE LA CALIDAD FARMACEUTICO,"Huehuetoca, Edo. Méx.​",Estado de México,Industria de Producción Biológica,Experiencia en puesto similar del ramo farmacéutico o de almacén de distribución de medicamentos.,Experiencia en puesto similar del ramo farmacéutico o de almacén de distribución de medicamentos.,"Descripción, Importante Grupo farmacéutico SIGMUN SA DE CV está en búsqueda de Inspector de Aseguramiento de la Calidad.Requisitos :Licenciatura en Químico farmacéutico BiólogoExperiencia en puesto similar del ramo farmacéutico o de almacén de distribución de medicamentos.Responsabilidades del puestoRevisar que los proveedores cumplan con la documentación legal de los insumos para la salud a entregar y que esta coincida con el insumo físicamente.Captura la información correspondiente del proveedor de cada uno de los insumos, resguardar de los formatos y certificados analíticos.Mantener actualizada la Documentación legal de proveedores.Notificar y documentar los hallazgos detectados en almacén respecto a las BPAD.OFRECEMOS:Sueldo mensual bruto de $13,470Pago quincenalCaja de AhorroVales de DespensaComedor SubsidiadoPrestaciones de Ley desde le primer díaHorario de Lunes a Viernes de 8:30 am a 5:30 pm y Sábados de 8:30 am a 1:30 pm",13000,17100,-4100,9,2
